"pr_id","pr_model_code","pr_model_name","pr_star","pr_market","pr_write_id","pr_upload_date","pr_title","pt_text","pr_url","pr_valid"
"793","A1905","iphone8","5","위메프","mer*****","2019-07-11","신속정확친절했습니다 :) ","신속정확친절했습니다 :) 좋은가격으로 구매할 수 있어서 좋아요!감사합니다!","https://search.shopping.naver.com/catalog/12666326465?NaPm=ct%3Dkmobou1s%7Cci%3D7e9751b7a6f0ed49e1f07051790666671bcb8f63%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Dd49d87d165ff3e93f53ee1418d79d7873e0d9ab7","N"
"794","A1905","iphone8","5","인터파크","haha****","2017-11-23","잘 샀습니다","일단 배송도 빨랐어요 개통도 잘됐고 이번에 기변 저렴하게 잘 한것 같아요","https://search.shopping.naver.com/catalog/12666302766?NaPm=ct%3Dkmoboq6w%7Cci%3D912a096f2bf3cadbf31f42daaf7aaced13f2ff3d%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D6b89ddacc2299885cb614093887506e54011df3d","N"
"795","A1905","iphone8","5","옥션","tomo****","2019-07-09","후기 없어서 걱정했는데 사은품도 챙겨주시고문제없이 개...","후기 없어서 걱정했는데 사은품도 챙겨주시고문제없이 개통했어요 잘쓸께요^^","https://search.shopping.naver.com/catalog/12666326465?NaPm=ct%3Dkmobou1s%7Cci%3D7e9751b7a6f0ed49e1f07051790666671bcb8f63%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Dd49d87d165ff3e93f53ee1418d79d7873e0d9ab7","N"
"796","A1905","iphone8","5","11번가","qk******","2017-12-01","최고예요","제가 살 때는 이것보다 좀 더 쌌는데... 대리점보다는 싸게 쌌습니다.","https://search.shopping.naver.com/catalog/12666302766?NaPm=ct%3Dkmoboq6w%7Cci%3D912a096f2bf3cadbf31f42daaf7aaced13f2ff3d%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D6b89ddacc2299885cb614093887506e54011df3d","N"
"797","A1905","iphone8","5","인터파크","3wa*****","2017-12-02","아이폰8  블랙","역시 아이폰 이네요 2년만에쓰는거라 적응기간이 필요 하겠지만 좋아요","https://search.shopping.naver.com/catalog/12666348287?NaPm=ct%3Dkmoboqyo%7Cci%3Db01cdfeb8c11d7d93848fef29661a99a9f17cc27%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D473d6a1965947b24394e68c087188a5ef7c247ae","N"
"798","A1905","iphone8","5","인터파크","inse****","2017-11-20","개통및 제품 잘받았습니다","연락드렸는데 친절하시고 제품도 양품이네요 매우만족합니다. 감사합니다","https://search.shopping.naver.com/catalog/12666367929?NaPm=ct%3Dkmobota0%7Cci%3D5c5588121d43cf7c88184cf3580c7cd1e0b4838a%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Dd0f8276089b6b49df2ca7b61f93ab539ec21457d","N"
"799","A1905","iphone8","5","인터파크","faus****","2017-11-29","좋아요","응대도 좋으시고 개통도 깔끔하게 잘 했음 추후 포인트만 잘해주시길","https://search.shopping.naver.com/catalog/12666348287?NaPm=ct%3Dkmoboqyo%7Cci%3Db01cdfeb8c11d7d93848fef29661a99a9f17cc27%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D473d6a1965947b24394e68c087188a5ef7c247ae","N"
"800","A1905","iphone8","5","인터파크","gusd****","2017-11-29","상품도 양품이고 직원분이 친절하네요!!","좋아요! 인터넷으로 구매가 처음이였는데 안심하게 받고 개통했네요!","https://search.shopping.naver.com/catalog/12666367929?NaPm=ct%3Dkmobota0%7Cci%3D5c5588121d43cf7c88184cf3580c7cd1e0b4838a%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Dd0f8276089b6b49df2ca7b61f93ab539ec21457d","N"
"801","A1905","iphone8","5","인터파크","eva*****","2017-11-24","배송 굿. 가격 굿. 사은품 살짝 아쉬움.","케이스 필름 사은품이 없기 때문에 미리 주문해넣고 구매하세요.","https://search.shopping.naver.com/catalog/12666302766?NaPm=ct%3Dkmoboq6w%7Cci%3D912a096f2bf3cadbf31f42daaf7aaced13f2ff3d%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D6b89ddacc2299885cb614093887506e54011df3d","N"
"802","A1905","iphone8","5",\n,"mad*****","2019-07-03","안전하게 잘 받았습니다마니 파세요...........","안전하게 잘 받았습니다마니 파세요................","https://search.shopping.naver.com/catalog/12666326465?NaPm=ct%3Dkmobou1s%7Cci%3D7e9751b7a6f0ed49e1f07051790666671bcb8f63%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Dd49d87d165ff3e93f53ee1418d79d7873e0d9ab7","N"
"803","A1905","iphone8","5","인터파크","thg*****","2017-12-29","드디어 받았어요","시간이다소오래걸리는듯했으나빠른처리로잘받았습니다감사합니다","https://search.shopping.naver.com/catalog/12666348287?NaPm=ct%3Dkmoboqyo%7Cci%3Db01cdfeb8c11d7d93848fef29661a99a9f17cc27%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D473d6a1965947b24394e68c087188a5ef7c247ae","N"
"804","A1905","iphone8","5","인터파크","dba*****","2017-11-23","짱 이뻐요!!","골드로 샀는데 색 은은하고 이쁘고 가벼워서 좋아요♡♡","https://search.shopping.naver.com/catalog/12666302766?NaPm=ct%3Dkmoboq6w%7Cci%3D912a096f2bf3cadbf31f42daaf7aaced13f2ff3d%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D6b89ddacc2299885cb614093887506e54011df3d","Y"
"805","A1905","iphone8","5","인터파크","cher****","2018-06-20","너무 잘 산것같아요","엄청 친절하셨고 배송도 빨랐어요 잘 산것같아요ㅎㅎ","https://search.shopping.naver.com/catalog/12666348287?NaPm=ct%3Dkmoboqyo%7Cci%3Db01cdfeb8c11d7d93848fef29661a99a9f17cc27%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D473d6a1965947b24394e68c087188a5ef7c247ae","N"
"806","A1905","iphone8","5","인터파크","hr2*****","2019-06-26","저렴하게 잘 구매 했습니다.","배송빠르고 개통도 잘 되었습니다. 잘 쓰겠습니다.","https://search.shopping.naver.com/catalog/12666326465?NaPm=ct%3Dkmobou1s%7Cci%3D7e9751b7a6f0ed49e1f07051790666671bcb8f63%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Dd49d87d165ff3e93f53ee1418d79d7873e0d9ab7","N"
"807","A1905","iphone8","5","인터파크","mlpq****","2018-12-05","아이폰8","마지막 물리버튼 아이폰8 무이자 할부라 더 좋음","https://search.shopping.naver.com/catalog/12666185860?NaPm=ct%3Dkmobosi8%7Cci%3Daa092dce4237c3a140fc216f90f2bff13606b2b6%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Dd9b26dd6c6ce36eb7b912c2f25f6ad5791c423ac","Y"
"808","A1905","iphone8","5",\n,"yun*****","2019-07-06","상담도 친절하시고 배송도 빨라사 정말 좋습니다~","상담도 친절하시고 배송도 빨라사 정말 좋습니다~","https://search.shopping.naver.com/catalog/12666326465?NaPm=ct%3Dkmobou1s%7Cci%3D7e9751b7a6f0ed49e1f07051790666671bcb8f63%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Dd49d87d165ff3e93f53ee1418d79d7873e0d9ab7","N"
"809","A1905","iphone8","5","11번가","zo******","2018-09-11","최고예요","친절한상담과 총알배송 넘 감사드려요 번창하세요","https://search.shopping.naver.com/catalog/12666302766?NaPm=ct%3Dkmoboq6w%7Cci%3D912a096f2bf3cadbf31f42daaf7aaced13f2ff3d%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D6b89ddacc2299885cb614093887506e54011df3d","N"
"810","A1905","iphone8","5","인터파크","skyl****","2017-11-23","빠른 배송 빠른 빠른","처음 사봤는데 굿 더구나 기변에 무이자12개월","https://search.shopping.naver.com/catalog/12666348287?NaPm=ct%3Dkmoboqyo%7Cci%3Db01cdfeb8c11d7d93848fef29661a99a9f17cc27%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D473d6a1965947b24394e68c087188a5ef7c247ae","N"
"811","A1905","iphone8","5",\n,"caf*****","2019-07-09","배송 빨리 받아서 좋아요.~잘 사용하겠습니다.","배송 빨리 받아서 좋아요.~잘 사용하겠습니다.","https://search.shopping.naver.com/catalog/12666326465?NaPm=ct%3Dkmobou1s%7Cci%3D7e9751b7a6f0ed49e1f07051790666671bcb8f63%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Dd49d87d165ff3e93f53ee1418d79d7873e0d9ab7","N"
"812","A1905","iphone8","4","인터파크","nrzb****","2017-11-21","갤럭시 적응 귀찮아서삼","솔직히 왜샀나 싶을정도로 바뀐게없어보임~ㅋㅋ","https://search.shopping.naver.com/catalog/12666302766?NaPm=ct%3Dkmoboq6w%7Cci%3D912a096f2bf3cadbf31f42daaf7aaced13f2ff3d%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D6b89ddacc2299885cb614093887506e54011df3d","N"
"813","A1905","iphone8","5","인터파크","cook****","2017-11-06","잘 받았습니다","개통도 빨리되고 배송도 잘 왔어요 잘 쓸게요","https://search.shopping.naver.com/catalog/12666348287?NaPm=ct%3Dkmoboqyo%7Cci%3Db01cdfeb8c11d7d93848fef29661a99a9f17cc27%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D473d6a1965947b24394e68c087188a5ef7c247ae","N"
"814","A1905","iphone8","5","11번가","km******","2018-08-17","최고예요","배송도 빠르고 저렴해서 완전 만족해요 ^^","https://search.shopping.naver.com/catalog/12666302766?NaPm=ct%3Dkmoboq6w%7Cci%3D912a096f2bf3cadbf31f42daaf7aaced13f2ff3d%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D6b89ddacc2299885cb614093887506e54011df3d","N"
"815","A1905","iphone8","5","인터파크","ju12****","2019-07-04","괜찮은 가격에 잘 구매했습니다.","가격도 괜찮고 배송도 빠르고 좋습니다.","https://search.shopping.naver.com/catalog/12666326465?NaPm=ct%3Dkmobou1s%7Cci%3D7e9751b7a6f0ed49e1f07051790666671bcb8f63%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Dd49d87d165ff3e93f53ee1418d79d7873e0d9ab7","N"
"816","A1905","iphone8","5","인터파크","barb****","2017-11-27","빠른 배송, 정확한 안내","신속한 배송과 빠른 응대 감사합니다.","https://search.shopping.naver.com/catalog/12666302766?NaPm=ct%3Dkmoboq6w%7Cci%3D912a096f2bf3cadbf31f42daaf7aaced13f2ff3d%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D6b89ddacc2299885cb614093887506e54011df3d","N"
"817","A1905","iphone8","5","인터파크","m*2*****","2020-01-23","잘 받았습니다","배송도 빠르고 상담하시는분도 친절하세요","https://search.shopping.naver.com/catalog/12666185860?NaPm=ct%3Dkmobosi8%7Cci%3Daa092dce4237c3a140fc216f90f2bff13606b2b6%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Dd9b26dd6c6ce36eb7b912c2f25f6ad5791c423ac","N"
"818","A1905","iphone8","5","롯데홈쇼핑","pbs*****","2019-07-10","좋은 가격에 구매했습니다. 추천합니다!","좋은 가격에 구매했습니다. 추천합니다!","https://search.shopping.naver.com/catalog/12666326465?NaPm=ct%3Dkmobou1s%7Cci%3D7e9751b7a6f0ed49e1f07051790666671bcb8f63%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Dd49d87d165ff3e93f53ee1418d79d7873e0d9ab7","N"
"819","A1905","iphone8","5","옥션","j*l*****","2020-02-10","좋아요. 그런데 골드 색상은 없네요.","좋아요. 그런데 골드 색상은 없네요.","https://search.shopping.naver.com/catalog/12666185860?NaPm=ct%3Dkmobosi8%7Cci%3Daa092dce4237c3a140fc216f90f2bff13606b2b6%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Dd9b26dd6c6ce36eb7b912c2f25f6ad5791c423ac","Y"
"820","A1905","iphone8","5","옥션","cozy****","2019-07-14","개통도 빨리되고,배송도 빠름 ㅎㅎㅎㅎ","개통도 빨리되고,배송도 빠름 ㅎㅎㅎㅎ","https://search.shopping.naver.com/catalog/12666326465?NaPm=ct%3Dkmobou1s%7Cci%3D7e9751b7a6f0ed49e1f07051790666671bcb8f63%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Dd49d87d165ff3e93f53ee1418d79d7873e0d9ab7","N"
"821","A1905","iphone8","5","인터파크","220*****","2017-12-18","여기저기 기웃기웃 결국 에어팟","필요없는 사은품 받느니 이게 나은듯","https://search.shopping.naver.com/catalog/12666302766?NaPm=ct%3Dkmoboq6w%7Cci%3D912a096f2bf3cadbf31f42daaf7aaced13f2ff3d%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D6b89ddacc2299885cb614093887506e54011df3d","N"
"822","A1905","iphone8","5","인터파크","myun****","2017-11-10","좋아여","싸고 배송도 좋고 또 할께요 다음에","https://search.shopping.naver.com/catalog/12666348287?NaPm=ct%3Dkmoboqyo%7Cci%3Db01cdfeb8c11d7d93848fef29661a99a9f17cc27%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D473d6a1965947b24394e68c087188a5ef7c247ae","N"
"823","A1905","iphone8","4","인터파크","kn******","2017-12-07","잘받았습니다","와이프 선물로 샀는데 이쁘긴 하네요","https://search.shopping.naver.com/catalog/12666367929?NaPm=ct%3Dkmobota0%7Cci%3D5c5588121d43cf7c88184cf3580c7cd1e0b4838a%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Dd0f8276089b6b49df2ca7b61f93ab539ec21457d","N"
"824","A1905","iphone8","5",\n,"mul*****","2019-07-12","배송도 빠르고 응대도 친절합니다!!","배송도 빠르고 응대도 친절합니다!!","https://search.shopping.naver.com/catalog/12666326465?NaPm=ct%3Dkmobou1s%7Cci%3D7e9751b7a6f0ed49e1f07051790666671bcb8f63%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Dd49d87d165ff3e93f53ee1418d79d7873e0d9ab7","N"
"825","A1905","iphone8","5","인터파크","smil****","2019-06-28","앗싸","좋은 기회에 좋은 폰을 만났다.","https://search.shopping.naver.com/catalog/12666326465?NaPm=ct%3Dkmobou1s%7Cci%3D7e9751b7a6f0ed49e1f07051790666671bcb8f63%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Dd49d87d165ff3e93f53ee1418d79d7873e0d9ab7","N"
"826","A1905","iphone8","5","인터파크","weir****","2017-11-21","좋습니다","빠른배송 좋습니다. 감사합니다","https://search.shopping.naver.com/catalog/12666302766?NaPm=ct%3Dkmoboq6w%7Cci%3D912a096f2bf3cadbf31f42daaf7aaced13f2ff3d%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D6b89ddacc2299885cb614093887506e54011df3d","N"
"827","A1905","iphone8","5","인터파크","pooa****","2018-06-16","싸게 구입했습니다","잘받았어요!!! 잘쓸게요","https://search.shopping.naver.com/catalog/12666302766?NaPm=ct%3Dkmoboq6w%7Cci%3D912a096f2bf3cadbf31f42daaf7aaced13f2ff3d%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D6b89ddacc2299885cb614093887506e54011df3d","N"
"828","A1905","iphone8","5","인터파크","c1u1****","2019-06-26","잘받았어요","배송도빠르고 만족합니다","https://search.shopping.naver.com/catalog/12666326465?NaPm=ct%3Dkmobou1s%7Cci%3D7e9751b7a6f0ed49e1f07051790666671bcb8f63%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Dd49d87d165ff3e93f53ee1418d79d7873e0d9ab7","N"
"829","A1905","iphone8","5","인터파크","coco****","2017-11-04","양품받았어요","양품으로 잘받았습니다","https://search.shopping.naver.com/catalog/12666348287?NaPm=ct%3Dkmoboqyo%7Cci%3Db01cdfeb8c11d7d93848fef29661a99a9f17cc27%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D473d6a1965947b24394e68c087188a5ef7c247ae","N"
"830","A1905","iphone8","5","하이마트쇼핑몰","ro******","2018-01-18","잘받았습니다","잘받았습니다","https://search.shopping.naver.com/catalog/12666348287?NaPm=ct%3Dkmoboqyo%7Cci%3Db01cdfeb8c11d7d93848fef29661a99a9f17cc27%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D473d6a1965947b24394e68c087188a5ef7c247ae","N"
"831","A1905","iphone8","5","11번가","yo******","2018-09-15","최고예요","배송빨라요","https://search.shopping.naver.com/catalog/12666302766?NaPm=ct%3Dkmoboq6w%7Cci%3D912a096f2bf3cadbf31f42daaf7aaced13f2ff3d%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D6b89ddacc2299885cb614093887506e54011df3d","N"
"832","A1897","iphone8 Plus","5","11번가","pio***","2020-05-13",\n,"배송은 일단 금요일 일찍 주문해서 저녁에 발송 후 용인허브로 갔다가 토요일 점심에 업무가 끝나 주말을 다 보내고 월요일 밤에 받았습니다. 일단 주말에 주문했던게 패착이네요. 토요일에 받아야 주말에 여유있게 세팅도 하고 적응도 하는데 평일에 받아서 세팅은 겨우 여유없이 차근 차근 아직도 진행중입니다.겨우 테스트만 끝내고 후기 남깁니다. 
 
색을 검정인가 블루인가 시켰는데 보라색이 왔고 제품이 없어서 연락을 주셨는데 제가 일하는 중이라 못받았네요. 메모로 색변경에 대해 섦명해 줘서 문제는 없었고 어쟀든지 통신사가와 양품이냐가 중요했지 색은 별로 관심사가 아니라 보라색도 얘뻐서 그냥쓰기로 했습니다. 
 
통신사 옵션에 추가한 대로 잘 왔고 교통카드 잘 되고 무선충전 잘되고 좋습니다. 화면 터치와 색 잔상및 멍없습니다. 
 
시그널 블루투스 nfc등 통신계 모두 이상없고 정상적으로 앱도 잘 이동되었고 카메라 지문 홍체인식 모두 좋고 스피커와 오디오잭도 잡음이나 끊김 없이 잘 작동합니다. 교통카드 삼성페이 모두 잘 작동하고 인증시홍체인식 지문인식 빨라서 좋습니다. 특히 어두운 곳에서는 홍체인식 밝은데서는 지문인식으로 매우 편리하게 각종 보안및 암호 결제등을 쉽게 이용 가능해 편리합니다. 
 
앞쪽에 아주 먼지처럼 작게 찍힌곳 두곳있었는데 풀커버 씌우니 란보이고 뒤에 보이도 않을 먼지만한 흠집 두개와 카툭튀 프레임쪽 작은 흠집 그리고 usb포트주면에 작은 칠벗겨짐 빼고 모두 정상이네요. 외관 b급치고 매우 양호해서 만족스럽네요. 
 
3.5파이 이어폰잭과 usb잭은 헐겁지 않고 잘 맞고 스피커 잡음도 없는 양품이었습니다. 베터리는 체감상 양호하고 일년정도 더 써보고 교체를 고려해 보려 합니다. 
 
좋은 제품 보내주셔서 감사하고 다음에 기회 될때 또 구매 하겠습니다.","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=13246116&trTypeCd=PW08&trCtgrNo=585021","Y"
"833","A1897","iphone8 Plus",\n,"11번가","sou********","2021-01-21",\n,"배송은 정말 빨라서 너무너무 좋았습니다. 
그러나, 상품을 막상 받아보니 한개는 배터리가 서비스 상태이며 다른 한개는 하단부 스피커, 마이크 망 부분에 먼지가 잔뜩 껴있었습니다. 
상품 설명에는 성능 효율 80% 이상이며 출시가 오래된 제품은 효율이 더 낮습니다. 라고만 나와 있길래 
고객 센터에 문의 했더니, “ 배터리 성능 75%정도부터의 제품들 또한 정상 제품으로 발송 되고 있습니다. “ 라는 답변을 들었습니다. 
상품 설명에 나와 있지도 않는 답변을 들으니 좀 황당했습니다. 
그리고 검수가 끝난 제품은 깨끗하게 세척한다고 
나와 있습니다. 고객센터쪽에서는 중고 제품이다보니 제거 되지 않는 부분이 있다고 답변을 들었습니다. 
같은 S급인데 하나는 먼지없이 깨끗하고 하나는 먼지가 잔뜩 껴 있으면 당연히 하나는 세척 안할걸로 받아 들여지지 않을까요? 
외관상은 정말 S급이에요. 
너무 마음에 들지 않아 교환해도 더 나은게 올지말지도 모르는거라 오늘 사설 업체에서 배터리 새로 교체하고 먼지 청소까지 했습니다. 
혹시 구매하시는분들 참고하시면 될거 같습니다.","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=13246116&trTypeCd=PW08&trCtgrNo=585021","Y"
"834","A1897","iphone8 Plus",\n,"11번가","sou********","2021-01-21",\n,"배송은 정말 빨라서 너무너무 좋았습니다. 
그러나, 상품을 막상 받아보니 한개는 배터리가 서비스 상태이며 다른 한개는 하단부 스피커, 마이크 망 부분에 먼지가 잔뜩 껴있었습니다. 
상품 설명에는 성능 효율 80% 이상이며 출시가 오래된 제품은 효율이 더 낮습니다. 라고만 나와 있길래 
고객 센터에 문의 했더니, “ 배터리 성능 75%정도부터의 제품들 또한 정상 제품으로 발송 되고 있습니다. “ 라는 답변을 들었습니다. 
상품 설명에 나와 있지도 않는 답변을 들으니 좀 황당했습니다. 
그리고 검수가 끝난 제품은 깨끗하게 세척한다고 
나와 있습니다. 고객센터쪽에서는 중고 제품이다보니 제거 되지 않는 부분이 있다고 답변을 들었습니다. 
같은 S급인데 하나는 먼지없이 깨끗하고 하나는 먼지가 잔뜩 껴 있으면 당연히 하나는 세척 안할걸로 받아 들여지지 않을까요? 
외관상은 정말 S급이에요. 
너무 마음에 들지 않아 교환해도 더 나은게 올지말지도 모르는거라 오늘 사설 업체에서 배터리 새로 교체하고 먼지 청소까지 했습니다. 
혹시 구매하시는분들 참고하시면 될거 같습니다.","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=13246116&trTypeCd=PW08&trCtgrNo=585021","Y"
"835","A1897","iphone8 Plus","4","11번가","ske******","2020-11-26",\n,"우선...제가 먼저 구매한 후..언니도 맘에 들어해서 바로 담주 또 하나 구매했습니다..제가 산 제품보다 세거인 듯요... 뒷판 스티커도 안떼졌었네오... 또 액정 필름이..제껀..그냥 비니루를 붙인 듯...기포150여개(?)가 보였는데... 이번 제품 새거같아요..거의!!ㅋㅋㅋㅋ바로 유심 대리점가서 사서 끼고 바로 씁니다....기분 좋게 신나있는 언니입당..♪ 
 
다소 배송 느릴거란 문자를 안내 주셔서..기다렸는데...:: 
제가 통신사 지정을 미리 했더라면 좋았을텐데...놓쳐버려서...ㅠㅠ 혹시나해서 Q&A 에 부탁을 드렸었는데... 끝내..KT가...온 건 좀... 어쩔 순 없으셨겠지만...... 기다린 맘에도... 부탁드린 맘에도..바로 재구매 한 맘에도....조금 아쉬운건 인간이라 어쩔 수 없나봐요.. 
늘 응대도 빠르고 좋은 제품 보내주시는건 감사합니다.","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=13246116&trTypeCd=PW08&trCtgrNo=585021","N"
"836","A1897","iphone8 Plus","5","11번가","hap********","2019-12-04",\n,"중고폰을 처음 구매해보는데 기대반 우려반이었어요 
a급을 주문 해봤는데 눈에띄는 기스는 하나도 없고 외관은 정말 새것같이 무난하네요.. 
새것과의 차이는 느낄수가 없을정도이고 다만 구성품이 약간 단순하다는것? 
 
노트5를 사서정말 잘써서 노트9으로 넘어오니 너무 기대가 커서일까요 
화면이 좀더 크고 새로운 느낌은 좋은데 어찌보면 그동안 정들었던 노트5가 더 편안하게 느껴지네요 
거의 5 년을 사용 하다보니 화면이고 모든게 최적화된 노트5 
하지만 이제 노트9으로 적응 해야겠지요? 
 
노트9은 화면 보호 필름이 영 그러네요 
오히려 안붙이만 못한 느낌 대리점가서 새로 붙혀야겠어요 
아무튼 중고폰이라지만 가성비는 좋은듯 
무난합니다~ 
 
아그리고 sk폰전용이 아닌 kt가 왔어요 
3사 공용인거 알지만 여하튼 그렇게 왔어요","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=13246116&trTypeCd=PW08&trCtgrNo=585021","Y"
"837","A1897","iphone8 Plus","5","11번가","jeo***","2019-12-08",\n,"노트9 512기가 
퍼플 주문했는데 퍼플 수량 부족으로 블루로 변경해서 보내도되느냐고 전화주셔서 네네 좋아오~ 
A급인데 기스 보이지도 않고 깔끔해요 
서비스센터가서 배터리 수명(?) 체크했는데 18년 9월 기기이지만 91%라 꽤 좋은편이라고 기사님이 말씀해주시더라구요. 
sk사용중인데 kt기기가 왔지만 폰매장가서 확정기변까지 잘 했어요. 
엄마폰 짝꿍폰도 여기 마블폰에서 살 예정!","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=13246116&trTypeCd=PW08&trCtgrNo=585021","Y"
"838","A1897","iphone8 Plus","5","11번가","jes****","2020-11-10",\n,"제품이 바로 없을걸로 예상하고 오래 걸릴줄 알았어요 근데 생각보다 빨리 왔네요 물건이 있었나봐요 아직 사용은 못해봤지만 외관상으로는 s펜에만 살짝 기스있구요 눈에 잘 안띄기도하고 안쪽은 또 안보이니까 상관없네요 뒷판도 기스가 거의 없다시피해서 폰 새거산 느낌이에요 구형폰쓰다가 좋은거 쓰려니 적응안되지만 그래도 맘에는 드네요ㅎㅎ 담에도 중고폰 살일있으면 여기서 사면 되겠어요~","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=13246116&trTypeCd=PW08&trCtgrNo=585021","N"
"839","A1897","iphone8 Plus","5","11번가","sns********","2019-12-12",\n,"중고기계를 온라인으로 처음 사보는거라 약간 걱정이되었는데 받고보니 너무 맘에 들어서 재구매 하고 싶을 정도 입니다. 우선 S급 주문했는데 아주 양호하고 깨끗한 제품이 왔네요. 긁힘 미세하게 한군데 있었는데 잘 표시도 안나더라구요. 배터리 효율도 90프로이고 원하는 색상으로 받으려고 1주일 정도 기다리긴 했는데 그래도 기다린 보람이 있어서 대만족입니다.","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=13246116&trTypeCd=PW08&trCtgrNo=585021","Y"
"840","A1897","iphone8 Plus","5","인터파크","zmff****","2018-06-13","제품 자체는 괜찮은데 요즘 아이폰 마감불량 있어요","잘 확인하시고 택배 받고 확인 꼼꼼히들 하세요^^ 돈 많이 주고 샀는데 외관불량 있으면 안 좋잖아요. 그리고 코스메틱 이슈 확인하시고!! 잘 굴러가는지 확인 하세요 센터 가는데 차비만 계속 들어가네요 ㅎㅎ 레드는 재고가 없어서 몇일 걸린다는데...전 남해에서 다시 대구 와야하네요 ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ","https://search.shopping.naver.com/catalog/12666288797?NaPm=ct%3Dkmoboyog%7Cci%3Da423382816f148aff9bc77787767150b1fbe2e1e%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D2cc87e19d691b5b1ade51bce19e99fafdd951868","N"
"841","A1897","iphone8 Plus","4","11번가","gns********","2020-08-03",\n,"게임 자동사냥 돌리려고 산거라 a급 생활기스 정도면 괜찮겠지 싶어서 주문했는데 재고가 없다고 해서 3만원 추가하고 그냥 s급으로 바꿨는데 그래도 액정잔기스/카메라쪽 까짐/위에 찍힘자국 하나씩 있네요~~ 배터리 잔여량도 중고에 출고된지 오래된 상품치고 괜찮고 정상해지 확인되어서 나름 만족해요 이걸로 열렙할게요~~","https://www.11st.co.kr/catalog/catalogDetail.tmall?method=catalogDetail&ctlgNo=13246116&trTypeCd=PW08&trCtgrNo=585021","Y"
"842","A1897","iphone8 Plus","4","11번가","fl******","2018-03-28","좋아요","목요일 낮에 주문해서 신청서 작성까지 완료했는데 배송은 월요일 저녁에 시작 됐어요.  화요일에 받았구요 무사히 잘 받았습니다. 오프라인 대리점에서만 사다가 온라인으로 처음 사보는데 가격도 괜찮고 좋네요~ 다만 액정필름이나 케이스 같은게 하나도 안와서 조금 아쉽긴 했어요,, 그래도 좋은 가격에 구매해서 만족합니다~","https://search.shopping.naver.com/catalog/12666205324?NaPm=ct%3Dkmobp080%7Cci%3De7fa660bfe7ecc617d58091beb63eec613c1da8d%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3Dbfec182b2a8365d5b86f86a4f626ecb47ed3d24b","N"
